dataset_enum,dataset_value,num_nodes,num_edges,best_maxcut_value,best_run,best_seed,best_cut_ratio,avg_maxcut_value,std_maxcut_value,avg_cut_ratio,std_cut_ratio,avg_time_sec,std_time_sec,best_time_sec
Graph_bat,bat_graph,131,1003,559,9,9,0.5573280159521435,500.4,33.05208011608347,0.49890329012961115,0.032953220454719295,72.33648431301117,47.61745015541454,34.553969621658325
Graph_eat,eat_graph,399,5993,3842,3,1003,0.641081261471717,3756.3,58.71975817388897,0.6267812447855832,0.009798057429315702,50.52289125919342,28.104859893776165,41.49857544898987
Graph_uat,uat_graph,1190,13599,7094,7,2007,0.5216560041179499,6730.7,352.06279269471236,0.494940804470917,0.025888873644732156,81.72468535900116,47.67880113906466,52.78514552116394
Graph_dblp,dblp_graph,2591,3528,1243,9,3009,0.35232426303854875,1091.2,71.99138837388817,0.30929705215419495,0.020405722328199594,134.44304933547974,66.90488552759348,288.0643525123596
Graph_Cora,cora_graph,2708,5278,2883,4,4004,0.546229632436529,2719.5,94.6670481212972,0.5152519893899205,0.017936159174175296,176.95712912082672,71.58510710242619,239.1214997768402
Graph_Citeseer,citeseer_graph,3279,4552,2300,4,5004,0.5052724077328646,2164.7,80.07877371688456,0.47554920913884013,0.017591997740967598,466.42462594509124,395.0212262410178,229.00986552238464
Graph_Amazon_Photo,amazon_electronics_photo_graph,7650,119081,79434,9,6009,0.6670585567806787,78269.2,655.4312778621417,0.6572769795349384,0.005504079390180984,321.1553889751434,8.287824092491972,328.0853145122528
Graph_Amazon_PC,amazon_electronics_computers_graph,13752,245861,162256,1,7001,0.6599501344255494,160265.4,2389.894775926338,0.6518536896864489,0.009720511898700239,865.6264783620834,25.25896302692403,843.7746689319611
Graph_Pubmed,pubmed_graph,19717,44324,37150,9,8009,0.8381463766808049,36684.4,275.1890986212935,0.8276419095749482,0.0062085799706996896,2934.0523348093034,1190.3675307067333,3070.2817318439484
